"Date","Time","SensorID","Translate01","Translate02","Value","Sensor_Type","Activity","Hour","Date & Time"
"2013-11-10","10:21:18.017415","LS016","Ignore","Ignore","38","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:21:18.017415"
"2013-11-10","10:21:19.566261","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:19.566261"
"2013-11-10","10:21:19.571708","LS015","Ignore","Ignore","22","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:21:19.571708"
"2013-11-10","10:21:19.880249","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:19.880249"
"2013-11-10","10:21:23.824422","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:23.824422"
"2013-11-10","10:21:24.061562","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:24.061562"
"2013-11-10","10:21:24.066247","LS015","Ignore","Ignore","21","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:21:24.066247"
"2013-11-10","10:21:25.624676","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:25.624676"
"2013-11-10","10:21:26.694114","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:26.694114"
"2013-11-10","10:21:26.698783","LS015","Ignore","Ignore","22","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:21:26.698783"
"2013-11-10","10:21:27.498672","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:27.498672"
"2013-11-10","10:21:28.627723","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:28.627723"
"2013-11-10","10:21:30.198255","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:30.198255"
"2013-11-10","10:21:30.205299","LS016","Ignore","Ignore","39","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:21:30.205299"
"2013-11-10","10:21:30.943742","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:30.943742"
"2013-11-10","10:21:32.072072","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:32.072072"
"2013-11-10","10:21:33.384672","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:33.384672"
"2013-11-10","10:21:33.389407","LS016","Ignore","Ignore","38","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:21:33.389407"
"2013-11-10","10:21:33.423669","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:33.423669"
"2013-11-10","10:21:33.516966","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:33.516966"
"2013-11-10","10:21:34.508466","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:34.508466"
"2013-11-10","10:21:34.514003","LS016","Ignore","Ignore","39","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:21:34.514003"
"2013-11-10","10:21:35.665022","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:35.665022"
"2013-11-10","10:21:35.669595","LS011","Ignore","Ignore","29","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:21:35.669595"
"2013-11-10","10:21:35.817930","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:35.817930"
"2013-11-10","10:21:37.607903","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:37.607903"
"2013-11-10","10:21:59.817992","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:21:59.817992"
"2013-11-10","10:22:00.117419","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:00.117419"
"2013-11-10","10:22:00.122102","LS011","Ignore","Ignore","30","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:00.122102"
"2013-11-10","10:22:01.748267","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:01.748267"
"2013-11-10","10:22:01.753906","LS015","Ignore","Ignore","21","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:01.753906"
"2013-11-10","10:22:03.119213","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:03.119213"
"2013-11-10","10:22:05.258360","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:05.258360"
"2013-11-10","10:22:05.683867","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:05.683867"
"2013-11-10","10:22:05.814522","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:05.814522"
"2013-11-10","10:22:05.820030","LS016","Ignore","Ignore","38","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:05.820030"
"2013-11-10","10:22:06.244636","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:06.244636"
"2013-11-10","10:22:07.371428","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:07.371428"
"2013-11-10","10:22:07.502318","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:07.502318"
"2013-11-10","10:22:07.507256","LS016","Ignore","Ignore","39","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:07.507256"
"2013-11-10","10:22:08.066476","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:08.066476"
"2013-11-10","10:22:08.072015","LS016","Ignore","Ignore","38","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:08.072015"
"2013-11-10","10:22:08.309301","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:08.309301"
"2013-11-10","10:22:13.250567","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:13.250567"
"2013-11-10","10:22:14.122620","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:14.122620"
"2013-11-10","10:22:15.190514","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:15.190514"
"2013-11-10","10:22:15.492526","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:15.492526"
"2013-11-10","10:22:15.497435","LS011","Ignore","Ignore","29","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:15.497435"
"2013-11-10","10:22:15.942575","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:15.942575"
"2013-11-10","10:22:16.618929","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:16.618929"
"2013-11-10","10:22:16.623836","LS011","Ignore","Ignore","30","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:16.623836"
"2013-11-10","10:22:17.685185","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:17.685185"
"2013-11-10","10:22:19.056245","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:19.056245"
"2013-11-10","10:22:19.060803","LS011","Ignore","Ignore","29","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:19.060803"
"2013-11-10","10:22:21.062056","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:21.062056"
"2013-11-10","10:22:21.379585","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:21.379585"
"2013-11-10","10:22:21.384100","LS016","Ignore","Ignore","39","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:21.384100"
"2013-11-10","10:22:24.246065","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:24.246065"
"2013-11-10","10:22:24.565606","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:24.565606"
"2013-11-10","10:22:26.744911","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:26.744911"
"2013-11-10","10:22:27.806822","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:27.806822"
"2013-11-10","10:22:28.990702","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:28.990702"
"2013-11-10","10:22:29.445028","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:29.445028"
"2013-11-10","10:22:29.449773","LS016","Ignore","Ignore","38","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:29.449773"
"2013-11-10","10:22:49.697443","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:49.697443"
"2013-11-10","10:22:49.702959","LS016","Ignore","Ignore","39","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:49.702959"
"2013-11-10","10:22:49.985933","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:49.985933"
"2013-11-10","10:22:51.619300","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:51.619300"
"2013-11-10","10:22:51.860916","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:51.860916"
"2013-11-10","10:22:53.753595","T102","Ignore","BathroomTemp","27","Control4-Temperature","Cook_Breakfast",10,"2013-11-10T10:22:53.753595"
"2013-11-10","10:22:54.375956","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:54.375956"
"2013-11-10","10:22:54.381611","LS016","Ignore","Ignore","38","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:22:54.381611"
"2013-11-10","10:22:54.425050","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:54.425050"
"2013-11-10","10:22:57.193128","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:57.193128"
"2013-11-10","10:22:59.117505","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:22:59.117505"
"2013-11-10","10:23:01.179645","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:01.179645"
"2013-11-10","10:23:01.688005","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:01.688005"
"2013-11-10","10:23:07.128479","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:07.128479"
"2013-11-10","10:23:09.055331","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:09.055331"
"2013-11-10","10:23:10.179441","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:10.179441"
"2013-11-10","10:23:10.495727","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:10.495727"
"2013-11-10","10:23:11.062317","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:11.062317"
"2013-11-10","10:23:12.185899","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:12.185899"
"2013-11-10","10:23:12.615258","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:12.615258"
"2013-11-10","10:23:12.938923","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:12.938923"
"2013-11-10","10:23:14.489069","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:14.489069"
"2013-11-10","10:23:16.366436","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:16.366436"
"2013-11-10","10:23:16.427975","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:16.427975"
"2013-11-10","10:23:17.493911","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:17.493911"
"2013-11-10","10:23:17.553882","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:17.553882"
"2013-11-10","10:23:17.559458","LS011","Ignore","Ignore","30","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:23:17.559458"
"2013-11-10","10:23:18.562245","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:18.562245"
"2013-11-10","10:23:19.874728","M016","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:19.874728"
"2013-11-10","10:23:21.430446","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:21.430446"
"2013-11-10","10:23:22.553615","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:22.553615"
"2013-11-10","10:23:24.114150","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:24.114150"
"2013-11-10","10:23:24.118805","LS011","Ignore","Ignore","29","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:23:24.118805"
"2013-11-10","10:23:25.239228","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:25.239228"
"2013-11-10","10:23:25.244760","LS011","Ignore","Ignore","30","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:23:25.244760"
"2013-11-10","10:23:25.801340","M011","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:25.801340"
"2013-11-10","10:23:25.805864","LS011","Ignore","Ignore","29","Control4-LightSensor","Cook_Breakfast",10,"2013-11-10T10:23:25.805864"
"2013-11-10","10:23:27.676128","M011","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:27.676128"
"2013-11-10","10:23:27.800721","M015","Kitchen","Kitchen","ON","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:27.800721"
"2013-11-10","10:23:30.054018","M015","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:30.054018"
"2013-11-10","10:23:30.370482","M016","Kitchen","Kitchen","OFF","Control4-Motion","Cook_Breakfast",10,"2013-11-10T10:23:30.370482"
"2013-11-10","10:23:44.996230","MA012","Bedroom","Closet","ON","Control4-MotionArea","Personal_Hygiene",10,"2013-11-10T10:23:44.996230"
"2013-11-10","10:23:46.678440","MA012","Bedroom","Closet","OFF","Control4-MotionArea","Personal_Hygiene",10,"2013-11-10T10:23:46.678440"
"2013-11-10","10:30:22.745126","MA012","Bedroom","Closet","ON","Control4-MotionArea","Personal_Hygiene",10,"2013-11-10T10:30:22.745126"
"2013-11-10","10:30:25.459538","MA012","Bedroom","Closet","OFF","Control4-MotionArea","Personal_Hygiene",10,"2013-11-10T10:30:25.459538"
"2013-11-10","10:30:53.100259","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Toilet",10,"2013-11-10T10:30:53.100259"
"2013-11-10","10:30:57.226481","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Toilet",10,"2013-11-10T10:30:57.226481"
"2013-11-10","10:31:00.040808","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Toilet",10,"2013-11-10T10:31:00.040808"
"2013-11-10","10:31:03.601678","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Toilet",10,"2013-11-10T10:31:03.601678"
"2013-11-10","10:31:05.848578","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Toilet",10,"2013-11-10T10:31:05.848578"
"2013-11-10","10:31:06.975829","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Toilet",10,"2013-11-10T10:31:06.975829"
"2013-11-10","10:31:15.409217","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Toilet",10,"2013-11-10T10:31:15.409217"
"2013-11-10","10:31:24.786280","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Toilet",10,"2013-11-10T10:31:24.786280"
"2013-11-10","10:31:26.097272","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",10,"2013-11-10T10:31:26.097272"
"2013-11-10","10:31:26.476897","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:31:26.476897"
"2013-11-10","10:31:28.444782","MA012","Bedroom","Closet","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:31:28.444782"
"2013-11-10","10:31:30.026725","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",10,"2013-11-10T10:31:30.026725"
"2013-11-10","10:31:30.410280","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:31:30.410280"
"2013-11-10","10:31:30.881648","MA012","Bedroom","Closet","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:31:30.881648"
"2013-11-10","10:31:30.886378","LS012","Ignore","Ignore","4","Control4-LightSensor","Dress",10,"2013-11-10T10:31:30.886378"
"2013-11-10","10:31:48.880038","MA012","Bedroom","Closet","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:31:48.880038"
"2013-11-10","10:31:48.885664","LS012","Ignore","Ignore","6","Control4-LightSensor","Dress",10,"2013-11-10T10:31:48.885664"
"2013-11-10","10:31:49.714736","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",10,"2013-11-10T10:31:49.714736"
"2013-11-10","10:31:49.719412","LS010","Ignore","Ignore","8","Control4-LightSensor","Dress",10,"2013-11-10T10:31:49.719412"
"2013-11-10","10:31:49.725431","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:31:49.725431"
"2013-11-10","10:31:49.730114","LS004","Ignore","Ignore","4","Control4-LightSensor","Dress",10,"2013-11-10T10:31:49.730114"
"2013-11-10","10:31:51.129119","MA012","Bedroom","Closet","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:31:51.129119"
"2013-11-10","10:31:51.800746","MA005","Bedroom","Bed","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:31:51.800746"
"2013-11-10","10:31:52.536871","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:31:52.536871"
"2013-11-10","10:31:52.712912","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",10,"2013-11-10T10:31:52.712912"
"2013-11-10","10:31:52.911177","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:31:52.911177"
"2013-11-10","10:31:54.233532","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:31:54.233532"
"2013-11-10","10:31:54.239313","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",10,"2013-11-10T10:31:54.239313"
"2013-11-10","10:31:56.214970","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:31:56.214970"
"2013-11-10","10:31:56.273125","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",10,"2013-11-10T10:31:56.273125"
"2013-11-10","10:31:58.526602","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",10,"2013-11-10T10:31:58.526602"
"2013-11-10","10:31:58.908831","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:31:58.908831"
"2013-11-10","10:31:58.915532","MA005","Bedroom","Bed","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:31:58.915532"
"2013-11-10","10:31:59.897921","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",10,"2013-11-10T10:31:59.897921"
"2013-11-10","10:32:00.035329","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:32:00.035329"
"2013-11-10","10:32:00.980328","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:32:00.980328"
"2013-11-10","10:32:48.799725","T102","Ignore","BathroomTemp","28","Control4-Temperature","Dress",10,"2013-11-10T10:32:48.799725"
"2013-11-10","10:32:58.160605","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",10,"2013-11-10T10:32:58.160605"
"2013-11-10","10:32:58.896382","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",10,"2013-11-10T10:32:58.896382"
"2013-11-10","10:32:59.292684","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",10,"2013-11-10T10:32:59.292684"
"2013-11-10","10:33:00.079961","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",10,"2013-11-10T10:33:00.079961"
"2013-11-10","10:33:04.062233","MA012","Bedroom","Closet","ON","Control4-MotionArea","Personal_Hygiene",10,"2013-11-10T10:33:04.062233"
"2013-11-10","10:33:05.938632","MA012","Bedroom","Closet","OFF","Control4-MotionArea","Personal_Hygiene",10,"2013-11-10T10:33:05.938632"
